supplier,vnr,ean,name,default_qty,unit,note
Stórkaup,9001241,,"Ananas Bitar, 12x 567g",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9000231,,"Bla Band Creamy Carbonara, 8x 70g",,stk,keypt 2025: 112 stk (vörusöluskýrsla)
Stórkaup,95862,,"Borðdúkur, Hvítur 25 m",,stk,keypt 2025: 3 stk (vörusöluskýrsla)
Stórkaup,9000462,,"Borðedik, 12x 1L",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9002918,,"Campbells Súpa Aspas, 12x 298g",,stk,keypt 2025: 24 stk (vörusöluskýrsla)
Stórkaup,9002919,,"Campbells Súpa Cream of Chicken, 24x 305g",,stk,keypt 2025: 72 stk (vörusöluskýrsla)
Stórkaup,9002920,,"Campbells Súpa Cream Of Mushroom, 24x 295g",,stk,keypt 2025: 120 stk (vörusöluskýrsla)
Stórkaup,9000305,,"Dr. Martins Kókosvatn, 12x 500ml",,stk,keypt 2025: 96 stk (vörusöluskýrsla)
Stórkaup,9001243,,"Euroshopper Bakaðar Baunir, 24x 420g",,stk,keypt 2025: 48 stk (vörusöluskýrsla)
Stórkaup,9000450,,"Euroshopper Frosin Bláber, 10x 500g",,stk,keypt 2025: 10 stk (vörusöluskýrsla)
Stórkaup,9003554,,"Euroshopper Hnetusmjör Crunchy, 12x 350g",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9003553,,"Euroshopper Hnetusmjör Smooth, 12x 350g",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9000861,,"Euroshopper Tropical Safi, 12x 1L",,stk,keypt 2025: 48 stk (vörusöluskýrsla)
Stórkaup,9000858,,"Euroshopper Trönuberjasafi, 12x 1L",,stk,keypt 2025: 60 stk (vörusöluskýrsla)
Stórkaup,9000925,,"Frosin Berjablanda, 5x 1kg",,stk,keypt 2025: 5 stk (vörusöluskýrsla)
Stórkaup,9000923,,"Frosin Hindber, 10x 500gr",,stk,keypt 2025: 10 stk (vörusöluskýrsla)
Stórkaup,9000922,,"Frosin Jarðarber, 10x 1kg",,stk,keypt 2025: 10 stk (vörusöluskýrsla)
Stórkaup,135419,,"Green Care Blettahreinsir SOLUS multi, 750ml",,stk,keypt 2025: 2 stk (vörusöluskýrsla)
Stórkaup,98266,,"Grisjur Nonwoven 10x10cm, 50x 100stk",,stk,keypt 2025: 250 stk (vörusöluskýrsla)
Stórkaup,9000343,,"Grænn Aspas, 12x 411g",,stk,keypt 2025: 36 stk (vörusöluskýrsla)
Stórkaup,9002034,,"Gullon Digestive Kex, 20x 400g",,stk,keypt 2025: 80 stk (vörusöluskýrsla)
Stórkaup,9000645,,"Haframjólk, 10x 1L",,stk,keypt 2025: 10 stk (vörusöluskýrsla)
Stórkaup,9002197,,"Happy Hydrate Lemon / Lime 6gr, 8x 10stk",,stk,keypt 2025: 48 stk (vörusöluskýrsla)
Stórkaup,9002198,,"Happy Hydrate Mixed Berry 6gr, 8x 10stk",,stk,keypt 2025: 64 stk (vörusöluskýrsla)
Stórkaup,9002199,,"Happy Hydrate Pina Colada 6gr, 8x 10stk",,stk,keypt 2025: 56 stk (vörusöluskýrsla)
Stórkaup,9001379,,"Heima Smjörlíki, 16x 500g",,stk,keypt 2025: 32 stk (vörusöluskýrsla)
Stórkaup,9002299,,"Himneskt Lífrænar Maískökur með Mjólkursúkkulaði, 12x 100g",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9002302,,"Himneskt Lífrænar Speltvöfflur með Karamellu, 12x 175g",,stk,keypt 2025: 60 stk (vörusöluskýrsla)
Stórkaup,9000207,,"Homeblest, 21x 300g",,stk,keypt 2025: 924 stk (vörusöluskýrsla)
Stórkaup,9000171,,"Hrískökur með Dökku Súkkulaði, 12x 100g",,stk,keypt 2025: 384 stk (vörusöluskýrsla)
Stórkaup,9000172,,"Hrískökur með Mjólkursúkkulaði, 12x 100g",,stk,keypt 2025: 408 stk (vörusöluskýrsla)
Stórkaup,9000978,,"Hrískökur Saltaðar, 12x 100g",,stk,keypt 2025: 132 stk (vörusöluskýrsla)
Stórkaup,9001487,,"Hvítlauksbrauð 2stk, 12x 350g",,stk,keypt 2025: 624 stk (vörusöluskýrsla)
Stórkaup,9003196,,"Jaffa Cake Appelsínu, 12x 300g",,stk,keypt 2025: 72 stk (vörusöluskýrsla)
Stórkaup,95871,,"Kaffimál 24cl/8oz, 20x 50stk",,stk,keypt 2025: 20 stk (vörusöluskýrsla)
Stórkaup,9001785,,"Kelloggs Rice Krispies, 12x 660g",,stk,keypt 2025: 132 stk (vörusöluskýrsla)
Stórkaup,9000633,,"Kelloggs Special K, 12x 750g",,stk,keypt 2025: 288 stk (vörusöluskýrsla)
Stórkaup,9000228,,"KitKat, 20x 4stk",,stk,keypt 2025: 320 stk (vörusöluskýrsla)
Stórkaup,9002152,,"Kjúklingabringur, 13x 900gr",,stk,keypt 2025: 299 stk (vörusöluskýrsla)
Stórkaup,9000869,,"Limesafi, 6x 500ml",,stk,keypt 2025: 24 stk (vörusöluskýrsla)
Stórkaup,9000187,,"Maískökur með Ostabragði, 10x 50g",,stk,keypt 2025: 220 stk (vörusöluskýrsla)
Stórkaup,9000857,,"Maískökur með Sýrðum Rjóma og Lauk, 10x 50g",,stk,keypt 2025: 170 stk (vörusöluskýrsla)
Stórkaup,9003336,,"Maryland Double Chocolate, 20x 136g",,stk,keypt 2025: 500 stk (vörusöluskýrsla)
Stórkaup,9000197,,"Maryland Súkkulaði Kókos, 20x 136g",,stk,keypt 2025: 1540 stk (vörusöluskýrsla)
Stórkaup,9000230,,"Maryland Súkkulaðibita, 20x 136g",,stk,keypt 2025: 1320 stk (vörusöluskýrsla)
Stórkaup,9002414,,"Mozzarella Stangir, 5x 1kg",,stk,keypt 2025: 5 stk (vörusöluskýrsla)
Stórkaup,9001208,,"Naan Brauð Hvítlauks, 18x 2stk",,stk,keypt 2025: 18 stk (vörusöluskýrsla)
Stórkaup,9000636,,"Ota Haframjöl, 6x 1800g",,stk,keypt 2025: 204 stk (vörusöluskýrsla)
Stórkaup,9002891,,"OTA Solgryn Haframjöl Gróft, 10x 700g",,stk,keypt 2025: 190 stk (vörusöluskýrsla)
Stórkaup,9002893,,"OTA Solgryn Haframjöl, 10x 950g",,stk,keypt 2025: 260 stk (vörusöluskýrsla)
Stórkaup,9000516,,"Pukka Chamomile, Vanilla & Manuka Honey, 4x 20stk",,stk,keypt 2025: 16 stk (vörusöluskýrsla)
Stórkaup,9000225,,"Pukka Elegant English Breakfast, 4x 20stk",,stk,keypt 2025: 24 stk (vörusöluskýrsla)
Stórkaup,9000226,,"Pukka Gorgeous Earl Grey, 4x 20stk",,stk,keypt 2025: 20 stk (vörusöluskýrsla)
Stórkaup,9001640,,"Pukka Lemongrass & Ginger, 4x 20stk",,stk,keypt 2025: 8 stk (vörusöluskýrsla)
Stórkaup,9001643,,"Pukka Night Time, 4x 20stk",,stk,keypt 2025: 4 stk (vörusöluskýrsla)
Stórkaup,9000507,,"Pukka Relax Organic, 4x 20stk",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9000514,,"Pukka Three Ginger, 4x 20stk",,stk,keypt 2025: 12 stk (vörusöluskýrsla)
Stórkaup,9002018,,"Repjuolía, 15x 1L",,stk,keypt 2025: 60 stk (vörusöluskýrsla)
Stórkaup,9001414,,"Ribena Sólberjaþykkni, 12x 850ml",,stk,keypt 2025: 108 stk (vörusöluskýrsla)
